0	-0.000000
1	-0.000000
2	-0.000000
3	0.000000
4	0.000001
5	0.000003
6	0.000004
7	0.000001
8	-0.000006
9	-0.000011
10	-0.000010
11	-0.000005
12	0.000004
13	0.000018
14	0.000029
15	0.000024
16	0.000001
17	-0.000024
18	-0.000041
19	-0.000046
20	-0.000033
21	0.000006
22	0.000054
23	0.000077
24	0.000059
25	0.000016
26	-0.000032
27	-0.000079
28	-0.000102
29	-0.000068
30	0.000017
31	0.000096
32	0.000124
33	0.000100
34	0.000036
35	-0.000064
36	-0.000163
37	-0.000188
38	-0.000103
39	0.000038
40	0.000158
41	0.000219
42	0.000212
43	0.000102
44	-0.000096
45	-0.000270
46	-0.000300
47	-0.000186
48	-0.000014
49	0.000165
50	0.000315
51	0.000337
52	0.000159
53	-0.000121
54	-0.000314
55	-0.000346
56	-0.000259
57	-0.000057
58	0.000244
59	0.000474
60	0.000431
61	0.000140
62	-0.000180
63	-0.000407
64	-0.000532
65	-0.000459
66	-0.000091
67	0.000397
68	0.000662
69	0.000587
70	0.000316
71	-0.000054
72	-0.000493
73	-0.000788
74	-0.000648
75	-0.000137
76	0.000366
77	0.000635
78	0.000698
79	0.000513
80	-0.000018
81	-0.000654
82	-0.000909
83	-0.000633
84	-0.000115
85	0.000387
86	0.000820
87	0.001007
88	0.000645
89	-0.000168
90	-0.000888
91	-0.001119
92	-0.000913
93	-0.000411
94	0.000356
95	0.001139
96	0.001387
97	0.000871
98	-0.000030
99	-0.000767
100	-0.001169
101	-0.001210
102	-0.000705
103	0.000319
104	0.001246
105	0.001417
106	0.000839
107	0.000029
108	-0.000752
109	-0.001404
110	-0.001504
111	-0.000671
112	0.000651
113	0.001529
114	0.001606
115	0.001181
116	0.000334
117	-0.000958
118	-0.002051
119	-0.002005
120	-0.000851
121	0.000456
122	0.001357
123	0.001915
124	0.001860
125	0.000711
126	-0.001030
127	-0.002053
128	-0.001849
129	-0.001016
130	0.000031
131	0.001336
132	0.002326
133	0.001957
134	0.000304
135	-0.001309
136	-0.002039
137	-0.002104
138	-0.001540
139	0.000044
140	0.002086
141	0.003028
142	0.002221
143	0.000594
144	-0.000932
145	-0.002273
146	-0.003056
147	-0.002313
148	-0.000092
149	0.002036
150	0.002800
151	0.002397
152	0.001349
153	-0.000418
154	-0.002466
155	-0.003302
156	-0.002074
157	0.000183
158	0.001909
159	0.002711
160	0.002773
161	0.001609
162	-0.000918
163	-0.003331
164	-0.003770
165	-0.002221
166	-0.000122
167	0.001802
168	0.003540
169	0.004104
170	0.002309
171	-0.001002
172	-0.003333
173	-0.003672
174	-0.002937
175	-0.001454
176	0.001252
177	0.004007
178	0.004333
179	0.001906
180	-0.000871
181	-0.002504
182	-0.003504
183	-0.003624
184	-0.001446
185	0.002348
186	0.004641
187	0.003960
188	0.001921
189	-0.000227
190	-0.002919
191	-0.005327
192	-0.004875
193	-0.001217
194	0.002584
195	0.004276
196	0.004544
197	0.003856
198	0.001053
199	-0.003302
200	-0.005807
