0	1.000000	1.000000	0.666743	0.666742
1	0.041344	0.037667	-0.323220	0.662843
2	-0.420833	-0.416413	-0.440501	-0.319564
3	-0.355896	-0.353170	-0.124293	-0.434273
4	0.090601	0.088184	0.128321	-0.123794
5	0.070523	0.069053	0.064698	0.124035
6	0.071302	0.068827	0.007158	0.061269
7	-0.054505	-0.053095	-0.006096	0.004533
8	0.077119	0.080175	0.068276	-0.002134
9	0.016549	0.015361	0.027584	0.069642
10	0.053395	0.053845	-0.011468	0.027938
11	-0.106791	-0.106176	-0.099124	-0.011015
12	-0.016507	-0.017892	0.013979	-0.099490
13	-0.003348	-0.003973	0.027864	0.012657
14	0.082697	0.082044	0.050231	0.028488
15	-0.045466	-0.045637	-0.072366	0.048520
16	-0.022839	-0.021008	-0.006405	-0.071511
17	-0.032364	-0.031870	-0.000159	-0.005474
18	0.083611	0.082865	0.090741	0.000459
19	0.004181	0.003946	-0.049188	0.090089
20	-0.026867	-0.027104	-0.025435	-0.049505
21	-0.068568	-0.068650	-0.048357	-0.026631
22	0.053582	0.053625	0.102782	-0.047386
23	0.043348	0.043023	-0.013170	0.102691
24	0.000469	0.000936	-0.004695	-0.012848
25	-0.073371	-0.072478	-0.091042	-0.004851
26	-0.000070	-0.000120	0.074991	-0.090349
27	0.044831	0.044259	0.005859	0.074619
28	0.037203	0.036584	0.043671	0.005766
29	-0.043514	-0.043378	-0.103862	0.042618
30	-0.041986	-0.041610	0.035998	-0.103774
31	0.022061	0.022109	-0.002292	0.036392
32	0.049325	0.048850	0.080141	-0.001958
33	-0.001109	-0.000878	-0.086874	0.079908
34	-0.060324	-0.059899	0.001217	-0.087205
35	-0.009620	-0.009597	-0.023756	0.001339
36	0.046196	0.045629	0.106628	-0.023560
37	0.048619	0.048248	-0.045488	0.106813
38	-0.050449	-0.050109	-0.015784	-0.045938
39	-0.041514	-0.040858	-0.068627	-0.015392
40	-0.001510	-0.001624	0.086921	-0.068400
41	0.074472	0.074108	0.003359	0.087501
42	-0.010709	-0.010833	0.008030	0.002732
43	-0.031359	-0.030959	-0.083449	0.007984
44	-0.043754	-0.043652	0.047501	-0.083692
45	0.067157	0.066757	0.021251	0.048333
46	0.012854	0.012486	0.033670	0.020882
47	-0.007562	-0.007198	-0.084894	0.033703
48	-0.082357	-0.081918	-0.000322	-0.085449
49	0.043098	0.043013	0.023437	0.000320
50	0.030921	0.030381	0.071133	0.023222
51	0.046481	0.046362	-0.046705	0.071255
52	-0.087634	-0.087245	-0.038072	-0.047349
53	-0.000268	0.000015	-0.015969	-0.037480
54	0.000569	0.000266	0.069885	-0.015892
55	0.083279	0.082961	0.000897	0.070259
56	-0.061406	-0.061222	-0.034855	0.000037
57	-0.009293	-0.008857	-0.039199	-0.034680
58	-0.034964	-0.035037	0.048850	-0.039223
59	0.099136	0.098550	0.038384	0.049636
60	-0.030693	-0.030793	-0.020581	0.037859
61	-0.010041	-0.009773	-0.062923	-0.020603
62	-0.083014	-0.082593	0.003171	-0.063298
63	0.085380	0.084830	0.058925	0.003828
64	0.008159	0.007809	0.024587	0.058583
65	0.032627	0.032518	-0.043819	0.024613
66	-0.104168	-0.103544	-0.046454	-0.044305
67	0.038776	0.038617	0.035587	-0.045737
68	0.006577	0.006220	0.040564	0.035558
69	0.066855	0.066476	-0.003944	0.040675
70	-0.086600	-0.086116	-0.064323	-0.004739
71	0.003388	0.003628	0.008522	-0.064002
72	-0.006173	-0.006478	0.042552	0.008614
73	0.092733	0.092248	0.041658	0.043136
74	-0.051436	-0.051351	-0.065519	0.041049
75	-0.026115	-0.025593	-0.028870	-0.065403
76	-0.047341	-0.047285	0.005697	-0.029052
77	0.086613	0.086175	0.080283	0.006272
78	0.005919	0.005617	-0.025229	0.079770
79	-0.009549	-0.009222	-0.030090	-0.025294
80	-0.072669	-0.072313	-0.041876	-0.030372
81	0.046706	0.046519	0.075025	-0.041044
82	0.027225	0.026728	0.000400	0.074885
83	0.015607	0.015719	-0.009188	0.000344
84	-0.076730	-0.076298	-0.078769	-0.009928
85	0.004313	0.004471	0.059779	-0.078334
86	0.038997	0.038556	0.024835	0.059838
87	0.052967	0.052641	0.035940	0.025161
88	-0.052266	-0.051950	-0.098147	0.035342
89	-0.044501	-0.044039	0.012319	-0.097915
90	0.004681	0.004545	0.007852	0.012390
91	0.066838	0.066426	0.083427	0.008163
92	0.000895	0.000761	-0.071082	0.082758
93	-0.046294	-0.045801	-0.005240	-0.071294
94	-0.025604	-0.025425	-0.029801	-0.005201
95	0.045332	0.044932	0.096744	-0.029268
96	0.036550	0.036182	-0.042654	0.096706
97	-0.038337	-0.038044	-0.014668	-0.043161
98	-0.050829	-0.050392	-0.066964	-0.014872
99	0.012933	0.012886	0.093716	-0.066864
100	0.070839	0.070221	0.010069	0.094113
101	0.009121	0.009060	0.015166	0.009799
102	-0.048823	-0.048334	-0.104831	0.015322
103	-0.053562	-0.053251	0.036122	-0.104885
104	0.048636	0.048320	0.018837	0.036946
105	0.035766	0.035337	0.056366	0.018379
106	-0.001743	-0.001559	-0.079192	0.056307
107	-0.067799	-0.067341	0.001481	-0.079835
108	0.023456	0.023397	0.008349	0.002389
109	0.035589	0.035150	0.073702	0.008357
110	0.033703	0.033545	-0.053575	0.074053
111	-0.077026	-0.076615	-0.032773	-0.054473
112	-0.013122	-0.012814	-0.023025	-0.032325
113	0.013871	0.013530	0.082386	-0.023233
114	0.081858	0.081414	0.005153	0.082903
115	-0.043006	-0.042875	-0.028877	0.004352
116	-0.028724	-0.028246	-0.058409	-0.028493
117	-0.037174	-0.037092	0.044504	-0.058501
118	0.082530	0.082065	0.034721	0.045306
119	-0.009464	-0.009667	-0.001047	0.034023
120	-0.010381	-0.010056	-0.064240	-0.001075
121	-0.072537	-0.072193	0.005957	-0.064730
122	0.070254	0.069952	0.048627	0.006871
123	0.016109	0.015681	0.031161	0.048377
124	0.023451	0.023478	-0.052282	0.031363
125	-0.099957	-0.099378	-0.044911	-0.052958
126	0.026173	0.026086	0.026078	-0.044291
127	0.016246	0.015867	0.058150	0.025866
128	0.074932	0.074405	-0.001712	0.058386
129	-0.078576	-0.078072	-0.057586	-0.002515
130	-0.005855	-0.005708	-0.011986	-0.057071
131	-0.018823	-0.018893	0.041651	-0.011960
132	0.090988	0.090282	0.037485	0.042270
133	-0.044374	-0.044187	-0.048147	0.036690
134	-0.018145	-0.017874	-0.035128	-0.048105
135	-0.049271	-0.049029	0.014485	-0.035411
136	0.088867	0.088241	0.070245	0.015258
137	0.003516	0.003255	-0.014374	0.069873
138	-0.007248	-0.007001	-0.045728	-0.014254
139	-0.085703	-0.085237	-0.040952	-0.046172
140	0.044749	0.044579	0.064884	-0.040216
141	0.030353	0.029855	0.023245	0.064592
142	0.033489	0.033412	-0.008955	0.023289
143	-0.075573	-0.075100	-0.070007	-0.009681
144	-0.001090	-0.000937	0.034868	-0.069372
145	0.022881	0.022535	0.030283	0.034973
146	0.056877	0.056538	0.027082	0.030695
147	-0.052066	-0.051765	-0.080533	0.026252
148	-0.035543	-0.035116	0.001486	-0.080380
149	-0.000794	-0.000926	0.020489	0.001352
150	0.075301	0.074794	0.076150	0.021124
151	0.000086	0.000007	-0.057842	0.075604
152	-0.045192	-0.044777	-0.027333	-0.057735
153	-0.043987	-0.043659	-0.028602	-0.027519
154	0.046121	0.045788	0.087300	-0.027878
155	0.039908	0.039524	-0.016409	0.086870
156	-0.015297	-0.015131	-0.013224	-0.016628
157	-0.055442	-0.055011	-0.065130	-0.013754
158	0.008557	0.008502	0.074865	-0.064510
159	0.053612	0.053167	0.008547	0.074958
160	0.013038	0.012862	0.011230	0.008526
161	-0.052159	-0.051680	-0.094511	0.010627
162	-0.039713	-0.039439	0.037705	-0.094467
163	0.044019	0.043734	0.024971	0.037941
164	0.049647	0.049164	0.060047	0.025009
165	-0.009526	-0.009416	-0.082573	0.059773
166	-0.065509	-0.065015	-0.008177	-0.082730
167	0.000821	0.000910	-0.004221	-0.007615
168	0.041764	0.041272	0.081456	-0.004030
169	0.035014	0.034857	-0.043587	0.081461
170	-0.056303	-0.055962	-0.023926	-0.044244
171	-0.023327	-0.022970	-0.030553	-0.023630
172	0.018795	0.018481	0.080932	-0.030365
